iter,num_proxies,total_error,changed_faces,max_region_error,region_0_faces,region_0_error,region_1_faces,region_1_error,region_2_faces,region_2_error,region_3_faces,region_3_error,region_4_faces,region_4_error
1,3,1.2388e-06,1744,3.13046e-05,3454,3.13046e-05,1870,2.86994e-05,1876,9.88478e-06
2,3,1.19383e-06,1816,3.73456e-05,3737,3.73456e-05,709,5.18167e-06,2754,1.21479e-05
3,3,7.66485e-07,908,2.10278e-05,2952,2.10278e-05,979,6.44929e-06,3269,1.34271e-05
4,3,7.83858e-07,1503,1.86125e-05,1565,1.86125e-05,1308,8.64889e-06,4327,1.68137e-05
5,3,6.94744e-07,591,1.51433e-05,1458,1.34662e-05,1766,1.11103e-05,3976,1.51433e-05
6,3,6.51834e-07,505,1.43794e-05,1453,1.10391e-05,1948,1.14231e-05,3799,1.43794e-05
7,3,6.95206e-07,603,1.62067e-05,1374,1.02796e-05,1575,9.9813e-06,4251,1.62067e-05
8,3,6.61143e-07,364,1.53041e-05,1481,9.77593e-06,1645,1.02254e-05,4074,1.53041e-05
9,3,8.07756e-07,757,2.2654e-05,2079,2.2654e-05,1083,9.55566e-06,4038,1.50442e-05
10,3,6.9383e-07,892,1.98556e-05,1680,1.98556e-05,1832,1.09062e-05,3688,1.31205e-05
11,4,5.98554e-07,1700,1.48147e-05,371,8.38972e-07,2188,1.24413e-05,3495,1.17926e-05,1146,1.48147e-05
12,4,5.32598e-07,822,1.20415e-05,625,3.72779e-06,2149,1.01449e-05,3300,1.15054e-05,1126,1.20415e-05
13,4,4.62131e-07,730,1.12575e-05,1017,6.61674e-06,2023,7.12885e-06,3332,1.12575e-05,828,8.40518e-06
14,4,4.57878e-07,855,1.16363e-05,1452,1.16363e-05,2131,6.45935e-06,3155,1.09935e-05,462,1.81902e-06
15,4,4.14068e-07,668,1.08695e-05,1262,9.0649e-06,1883,5.56699e-06,3146,1.08695e-05,909,3.42821e-06
16,4,3.90254e-07,417,1.08288e-05,1146,6.97757e-06,1870,5.69387e-06,3048,1.08288e-05,1136,3.11178e-06
17,4,3.91788e-07,251,1.07413e-05,1082,6.56287e-06,1812,5.77386e-06,3013,1.07413e-05,1293,4.25819e-06
18,4,3.94707e-07,361,1.14336e-05,994,5.62256e-06,1720,4.88328e-06,3087,1.14336e-05,1399,4.78052e-06
19,4,3.42666e-07,600,1.02856e-05,1074,6.20269e-06,2030,4.31221e-06,2724,1.02856e-05,1372,4.2706e-06
20,4,3.22368e-07,280,9.39203e-06,1018,5.71049e-06,2034,4.55366e-06,2658,9.39203e-06,1490,4.16296e-06
21,5,1.99867e-07,1707,5.77631e-06,1040,5.77631e-06,1944,4.01412e-06,1183,3.49484e-06,1475,3.879e-06,1558,3.61174e-06
22,5,1.807e-07,661,5.89302e-06,1055,5.89302e-06,1751,3.11872e-06,1625,3.55179e-06,1465,3.70048e-06,1304,2.82134e-06
23,5,1.71991e-07,351,5.93106e-06,1057,5.93106e-06,1806,2.85146e-06,1704,3.34626e-06,1334,3.56508e-06,1299,2.68926e-06
24,5,1.68111e-07,274,5.89077e-06,1060,5.89077e-06,1746,2.57545e-06,1774,3.31541e-06,1336,3.76929e-06,1284,2.50777e-06
25,5,1.67851e-07,157,5.8847e-06,1057,5.8847e-06,1676,2.52876e-06,1806,3.34576e-06,1392,3.65714e-06,1269,2.53434e-06
26,5,1.67219e-07,140,5.8807e-06,1060,5.8807e-06,1733,2.4085e-06,1821,3.36822e-06,1324,3.82023e-06,1262,2.54147e-06
27,5,1.669e-07,92,5.91085e-06,1061,5.91085e-06,1716,2.34588e-06,1864,3.39938e-06,1320,3.78451e-06,1239,2.53577e-06
28,5,1.66907e-07,52,5.95394e-06,1064,5.95394e-06,1706,2.30916e-06,1882,3.43685e-06,1315,3.73601e-06,1233,2.52612e-06
29,5,1.66606e-07,44,5.95394e-06,1064,5.95394e-06,1687,2.27829e-06,1903,3.44415e-06,1319,3.72366e-06,1227,2.5145e-06
30,5,1.66624e-07,19,5.95394e-06,1064,5.95394e-06,1681,2.2788e-06,1912,3.45027e-06,1322,3.71342e-06,1221,2.50041e-06
